	상담사질문(요청)
5514	주소가 OO아파트 몇동 몇호신가요?
5516	핸드폰 번호 뒷자리가 어떻게 되시나요?
5522	고객단위, 계좌단위 선택하실 수 있습니다. 어떤 것으로 선택할까요?
5526	발급기준일은 언제로 할까요?
5538	등록되어 있으신 주소가 세종시 아름서1길 OO아파트 몇동 몇호신가요?
5540	사용하시는 핸드폰 번호 뒷자리가 어떻게 되시나요?
5542	국문과 영문 중 어떻게 발급해 드릴까요?
5548	잔고증명서를 받으실 주소는 현재 거주하고 계신 자택으로 보내드리면 될까요?
5552	혹시 무슨용도로 거래내역 확인을 원하시나요?
5554	대출을 타 은행에서 진행하시는 건인가요?
5556	기간은 언제부터로 해드리면 될까요?
5566	지금 계신 현재 위치가 어떻게 되시나요?
5572	거래내역을 사용할 목적을 말씀해주실 수 있나요?
5574	저희은행에서 대출은 진행하시면 별도의 거래내역 증빙이 필요하지 않습니다. 타은행이신가요?
5576	거래내역 기간은 어떻게 해드릴까요?
5602	국문과 영문으로 발급하실 수 있습니다. 어떤 형식으로 해드릴까요?
5604	여권상의 이름과 동일하게 영문명 말씀해주실 수 있을까요?
5608	현재 거주하고 계신 자택 주소로 잔고증명서 발송해드릴까요?
5612	사용 용도를 말씀해주실수 있나요?
5614	신용대출은 저희은행에서 진행하시나요?
5616	발급하는 기간은 언제로 지정해 드릴까요?
5618	보유하고 계신계좌가 3개 이십니다. 전체 계좌에 대한 거래내역을 드리면 될까요?
5626	수령은 내방을 하시거나 우편으로 받으실 수 있습니다 어떻게 하실 예정이신가요?
5632	거래내역 증명서의 사용 목적을 말씀해주실 수 있을까요?
5634	타은행에서 대출을 진행하시나요?
5636	저희은행에서 대출은 진행하시면 별도의 거래내역 증빙이 필요하지 않습니다. 저희 은행으로 진행하실 생각은 없으신가요?
5638	주거래은행이시면 우대이율까지 적용해보신건가요?
5640	발급기간은 어떻게 해드릴까요?
5644	수령은 내방을 하시거나 우편으로 받으실 수 있습니다 어떻게 하실 예정이신가요?
5654	여러 개의 계좌가 있으신데 어떤계좌의 거래내역서가 필요하신가요?
5656	고객님 명의로 된 저희 은행 계좌가 여러 개 있으십니다. 이중 어떤걸 말씀하시는지 알수 있을까요?
5660	거래내역서가 필요하신 계좌번호 말씀해주시겠습니까?
5662	본인 확인을 위해서 비밀번호 앞의 두자리를 눌러주실수 있을까요?
5664	발급기간은 언제부터 언제까지 필요하십니까?
5672	전화하시는분이 계좌의 명의자 이신가요?
5677	확인을 해보실 수 있나요?
5692	언제부터 언제까지로 기간설정을 해드릴까요?
5718	대표자께서 직접 오시나요?
5736	연금이나 국가지원금 받으시는게 있으신가요?
5754	여러 개의 계좌가 있으신데 어떤계좌가 필요하신가요?
5756	저희 은행 계좌가 총 3건이 확인 되는데 이중 어떤걸 말씀하시는지 알수 있을까요?
5760	계좌번호를 알고 계신가요?
5764	기간은 언제부터 언제까지 필요하십니까?
5768	팩스번호를 알려주시겠어요?
5775	인터넷뱅킹이나 모바일뱅킹을 사용하고 계신가요?
5777	확인을 해보실 수 있을까요?
5818	법인 대표자가 오시는 건가요?
5836	연금수급자이거나 국가지원금 받으시고 계신가요?
5854	본인 명의의 계좌가 여러 개 있으신데 어떤계좌가 필요하신가요?
5860	필요하신 계좌의 계좌번호 기억하고 계신가요?
5864	발급기간은 언제부터 언제까지 필요하십니까?
5892	기간은 언제부터 언제까지로 해드릴까요?
5898	법인대표님이 직접 오시나요?
5936	연금이나 국가지원금 받으시고 있으신게 있나요?
5953	스마트폰뱅킹이신가요?
5964	더 궁금하신 점 있으신가요?
5969	도움이 되셨나요?
5976	지금바로 한도를 상향해드릴까요?
5982	1000만원 상향해드리면 될까요?
5995	개인용이랑 기업용 두가지중 고객님이 필요하신 공인인증서는 어떤것인가요?
6004	아이핀은 있으신가요?
6026	다른 더 문의사항 있으신가요?
6029	고객님께서 이체한 계좌번호를 알려드리면 될까요?
6031	스마트폰뱅킹을 이용하셨어요?
6036	돈을 돌려받으시겠어요?
6051	네,고객님 혹시 스마트폰 사용하시나요?
6055	그럼 핸드폰 설정에 들어가보시겠어요?
6057	은행앱 알림서비스가 있을거에요.
6061	앱을 켜주세요
6063	앱을켜시면 알림수신 설정이있어요.허용으로 되어있나요?
6071	네.고객님 혹시 계좌번호는 알고 계시나요?
6073	알려주시겠어요?
6076	언제 날짜의 거래내역을 알고싶으시나요?
6146	다른 궁금하신 사항은 없으신가요?
6169	공인인증서 연장신청 하시는건가요?
6171	바로 연장 도와드릴까요?
6173	공인인증서는 어디에 있나요?
6195	본인 통장이세요?
6224	다른 궁금한 사항은 없으세요?
6228	네.먼저 고객님 성함이 어떻게 되시는지 여쭤봐도 될까요?
6230	조회를 원하시는 계좌번호가 어떻게 되시나요?
6232	고객님의 생년월일이 어떻게 되세요?
6235	주소가 00시 00동 나머지 주소 알려주시겠어요?
6238	고객님의 휴대폰 번호가 010-0000 나머지 뒷자리가어떻게 되시나요?
6241	잔액만 바로 알려드리면 될까요?
6244	다른 더 궁금하신점 있으세요?
6248	고객님 본인명의 통장이신가요?
6289	체크카드가 본인명의로 되어있으신가요?
6291	나이가 어떻게 되시나요?
6350	아이의 연령이 어떻게 되시나요? 
6352	미성년자 자녀의 통장 개설 방법부터 알려드릴까요? 
6368	사용하시던 통장의 사용하실 페이지가 없으신건가요? 
6370	본인 명의의 통장이신가요? 
6372	다 쓰신 통장의 재발급 방법이 궁금하신가요? 
6376	사용하신 통장 거래시 도장이 찍혀있나요?
6394	잔액이 어느정도 있으신지 알고계시나요?
6428	통장을 분실하셔서 재발급 받으신건가요?
6430	그럼 왜 재발급을 받으셨어요?
6488	자녀의 나이가 어찌되나요?
6590	언제 보이스피싱을 당하셨나요?
6592	경찰에 신고는 하셨나요?
6594	피해 금액이 큰가요?
6597	보이스피싱의 특이한점은 있었나요?
6600	어플은 어떤 기능을 한건가요?
6603	경찰서는 어떤 답변인가요?
6611	은행은 알고 계신가요?
6671	주택청약통장 가입시기를 알수 있을까요?
6675	주변에 가입하신 은행이 있으신가요?
6876	통장거래내역 확인해 보셨나요?
6888	고객님 통장을 분실하셨나요?
6890	고객님 통장 재발급이 왜 필요하신가요?
6970	카드가 한장인가요?
7053	로그인하셨나요?
7079	고객님 왼쪽 상단에 바가 보이나요?
7082	터치해보셨나요?
7098	고객님 금액을 줄여서 입금하시면 안되나요?
7180	고객님 카드를 따로 들고 다니시나요?
7192	고객님 카드사 포인트몰 확인해 보셨나요?
7217	고객님 어플 로그인 되있으신가요?
7220	고객님 오른쪽 상단 버튼 클릭보이시나요?
7223	멤버십활동에 MY포인트 보이나요?
7271	월별로 확인을 원하시나요?
7273	거래하시는 은행 여쭤볼수 있을까요?
7310	고객님, 카드를 분실하셨나요?
7313	고객님, 주변에 O디아 가까우신가요?
7316	고객님, 고객센터로 확인해보셨나요?
7348	고객님 만기가 정해져있나요?
7388	고객님 급여소득자 인가요?
7408	고객님 직장에 다니시는건가요?
7410	고객님 직장생활하신지 어느정도 되신건가요?
7440	고객님 거래내역을 없애야 하는가요?
7568	사용하던 통장의 페이지가 다되신건가요?
7570	고객님 명의 통장이신가요??
7572	다쓴 통장의 재발급 방법이 궁금하신가요??
7575	다쓴 통장을 가져가야 하나요??
7577	사용하신 통장 거래시 도장이 찍혀있나요?
7588	통장사본 필요하신거가요?
7608	네, 고객님. 포인트 사용법이 궁금하신가요?
7618	현재 가지고 계신 카드번호 뒤 4자리가 어떻게 되시나요?
7620	유효기간과 뒷면 CVC번호가 어떻게 되시나요?
7622	네, 바로 비밀번호 재설정을 위한 보이는 ARS 연결을 하겠습니다. 번호를 눌러주세요.
7628	정기결제로 보이시나요?
7630	카드사용내역 알림서비스를 문자로 받고계신가요?
7636	카카오톡으로 본인확인 요청 메시지를 보냈으니 확인 부탁드립니다.
7644	그러시다면 해지를 해드릴까요?
7648	예금잔액증명서 발급을 말씀하시는 거군요?
7660	혹시 발급 받으신지 2년이 넘으셨을까요?
7727	동장 사본 복사가 필요하신거가요?
7753	고객님 통장에 ATM 자동화기기 사용 신청이 되어 있으신가요?
7767	네, 고객님 MMF펀드 잔고를 알고 싶으시다고요?
7769	네, 고객님. 얼마나 오래되셨나요?
7781	투자하고 싶으신 지역이 있으신가요?
7783	네, 자료를 이메일로 보내드릴까요?
7791	어떤 점이 이상하신가요?
7807	네, 가능합니다. 어떤 외화통장을 보유하고 계신가요?
7887	역외펀드를 당사에서 가입하셨나요?
7889	최초 가입 후에 추가로 더 투자를 하셨었나요?
7891	원화가 아니라 외화펀드로 투자하셨나요?
7927	자산관리 서비스를 원하시는 건가요?
7947	모두 당사와 거래하시는 계좌들인가요?
7953	인터넷뱅킹에 접속하시는 건가요?
7964	네, 추가 질문이 있으신가요?
7967	네, 고객님. 타행, 당행 전계좌 조회를 원하시나요?
7971	온라인 채널 중 어떤 것을 주로 사용하시나요?
7991	방금 사업자등록번호로 개설하셨다고 하셨는데, 아닌가요?
7997	네, 혹시 다른 질문이 있나요?
7999	네, 어떤 질문인가요?
8034	어떤 은행을 이용하시나요?
8087	사용하시던 통장의 사용하실 페이지가 없으신건가요? 
8089	본인 명의의 통장이신가요? 
8184	고객님은 어디에서 통장거래내역서를 달라고 했나요?
8227	자녀의 나이가 어찌되나요?
8308	보이스피싱으로 인출된 금액이 많은가요?
8310	경찰에 신고를 하셨나요?
8316	보이스피싱의 특이한점은 있었나요?
8319	어플은 어떤 기능을 한건가요?
8322	경찰서는 어떤 답변인가요?
8518	이전통장 거래내역이 나중에 필요하면 어쩌죠?
8533	인터넷뱅킹을 사용중이신가요?
8567	거래내역서가 필요하신가요? 
8609	아이 명의의 은행 계좌가 있나요? 
8667	전기세 납부 방법이 궁금하신가요?
8669	인터넷뱅킹을 사용중이신가요?
8671	은행 영업시간에 방문하실 시간이 없으신가요?
8687	oo은행의 위치를 찾을까요? 
8701	편의점에 은행공용 ATM기가 있나요? 
8747	통장잔고를 집에서 확인하는 방법이 궁금하신가요? 
8749	인터넷뱅킹을 사용중이신가요? 
8753	어떤 은행의 잔고를 확인하고 싶으신가요?
8757	oo은행의 공인인증서는 없으신가요? 
8759	공인인증서의 은행APP은 있으신가요?
8771	인터넷 뱅킹을 사용중인가요?
8787	카드 결제를 말씀하시나요?
8789	oo페이라면 카드로 연결하신건가요? 
8791	결제를 하셨는데 승인이 거부가 되셨나요? 
8793	통장의 잔고를 확인해 보셨나요? 
8807	제출하실 용도가 무엇인가요?
8827	은행의 거래내역서를 발급받는 방법이 궁금하신가요? 
8847	거래내역서를 출력하시는 방법이 궁금하신가요?
8849	OO은행에 연결된 계좌의 이용내역을 엑셀 파일로 받는 방법이 궁금하신가요? 
8887	미성년자 가족의 통장 잔고를 확인하고 싶으신가요? 
8889	아내의 통장잔고를 확인하고 싶으신가요?
8909	사망자의 통장 잔액을 확인하고 싶으신가요? 
8911	사망자의 거래하신 은행을 알고 계신가요? 
8933	모바일뱅킹을 사용중이신가요?
8975	같은 계좌로 보내셨나요? 
9053	통장의 잔고만 확인하시는 건가요? 
9055	통장을 가지고 계신가요?
9069	조회만 하시는 건가요?　
9073	통장으로 알아보시나요? 
9075	현금카드를 가지고 계신가요? 
9087	oo은행의 위치를 찾을까요? 
9167	미성년자 자녀를 말씀하시나요?
9173	계좌번호는 알고 계시나요? 
9189	어떤 내역을 알고 싶으신가요? 
9191	OO페이의 결제내역을 알고싶으신가요?
9213	계좌이체시 월세 항목을 체크하셨나요? 
9227	어떤 거래내역서를 원하시나요? 
9287	미성년자 자녀의 통장 잔고를 확인하고 싶으신가요? 
9289	남편의 통장잔고를 확인하고 싶으신가요?
9327	은행의 거래내역서를 말씀하시는 건가요? 
9329	어떤 서류를 발급받길 원하시나요? 
